Year;Month;Day;Hour;Direct Inclined;Diffuse Inclined;Reflected;Global Inclined;Direct Horiz;Diffus Horiz;Global Horiz;Top of Atmosphere;;;
2004;5;1;7.25;161.1918;32.9254;2.0668;196.184;185.2255;35.3727;220.5982;284.8196;;;2167.25
2004;5;1;7.5;185.5865;26.3473;2.2535;214.1873;212.0766;28.4414;240.518;295.5518;;;2167.5
2004;5;1;7.75;196.332;25.7015;2.352;224.3854;223.3205;27.7099;251.0305;305.1044;;;2167.75
2004;5;1;8;205.134;25.417;2.4343;232.9852;232.451;27.3661;259.8171;313.4363;;;2168
2004;5;1;8.25;208.9289;26.8638;2.4816;238.2744;236.0295;28.8419;264.8714;320.512;;;2168.25
2004;5;1;8.5;209.2405;29.3277;2.5034;241.0717;235.8159;31.3809;267.1968;326.301;;;2168.5
2004;5;1;8.75;213.1908;29.5333;2.5429;245.267;239.8376;31.5713;271.4089;330.7787;;;2168.75
2004;5;1;9;214.1989;30.4886;2.5599;247.2474;240.676;32.5482;273.2242;333.9258;;;2169
2004;5;1;9.25;199.7208;38.0094;2.4789;240.209;224.2542;40.3211;264.5753;335.7288;;;2169.25
2004;5;1;9.5;157.6821;57.8016;2.2272;217.7109;177.0196;60.6988;237.7184;336.1801;;;2169.5
2004;5;1;9.75;113.9854;76.5071;1.949;192.4415;128.0038;80.0154;208.0193;335.2777;;;2169.75
2004;5;1;10;31.5627;97.31;1.287;130.1597;35.4732;101.8909;137.3642;333.0255;;;2170
2004;5;1;10.25;17.1493;90.4129;1.0687;108.6309;19.2999;94.7654;114.0653;329.4331;;;2170.25
2004;5;1;10.5;4.4024;62.8793;0.6646;67.9462;4.9647;65.9709;70.9356;324.5159;;;2170.5
2004;5;1;10.75;3.0438;50.4846;0.5286;54.0569;3.4415;52.973;56.4146;318.295;;;2170.75
2004;5;1;11;3.5239;51.8202;0.5469;55.8911;3.9995;54.3744;58.3738;310.7969;;;2171
2004;5;1;11.25;37.0975;84.3025;1.2244;122.6245;42.2893;88.3956;130.6849;302.0539;;;2171.25
2004;5;1;11.5;121.0737;54.9501;1.8431;177.8669;138.639;58.0793;196.7182;292.1033;;;2171.5
2004;5;1;11.75;130.5912;45.637;1.8635;178.0917;150.3479;48.548;198.8959;280.9878;;;2171.75
2004;5;1;12;37.0705;76.9756;1.1606;115.2067;42.9808;80.8947;123.8755;268.7549;;;2172
2004;5;1;12.25;66.7211;62.7967;1.354;130.8718;78.1308;66.3822;144.5129;255.457;;;2172.25
2004;5;1;12.5;122.5782;31.4384;1.6778;155.6944;144.9433;34.129;179.0723;241.1512;;;2172.5
2004;5;1;12.75;114.3116;28.447;1.5742;144.3328;136.8875;31.1287;168.0163;225.8985;;;2172.75
2004;5;1;13;103.1845;26.4886;1.4494;131.1225;125.497;29.2006;154.6976;209.7645;;;2173
2004;5;1;13.25;70.4581;35.1498;1.1776;106.7855;87.3586;38.3284;125.687;192.818;;;2173.25
2004;5;1;13.5;51.3797;36.7299;0.9879;89.0975;65.4235;40.0176;105.441;175.1318;;;2173.5
2004;5;1;13.75;62.6594;22.4991;1.0109;86.1695;82.4446;25.4534;107.898;156.7815;;;2173.75
2004;5;1;14;51.095;19.8243;0.8721;71.7915;70.2844;22.8011;93.0855;137.8457;;;2174
2004;5;1;14.25;35.5461;19.4593;0.6996;55.705;52.13;22.5364;74.6664;118.4056;;;2174.25
2004;5;1;14.5;18.3108;20.5714;0.4953;39.3776;29.4419;23.4207;52.8627;98.5443;;;2174.5
2004;5;1;14.75;2.7758;19.0403;0.241;22.057;5.2421;20.4771;25.7193;78.3469;;;2174.75
2004;5;1;15;0.7009;12.7471;0.1465;13.5945;2.0025;13.6341;15.6366;57.8999;;;2175
2004;5;1;15.25;0.0569;7.3044;0.0819;7.4432;0.8121;7.9262;8.7383;37.2908;;;2175.25
2004;5;1;15.5;0;2.8687;0.0313;2.9001;0.1991;3.1464;3.3455;16.6079;;;2175.5
2004;5;1;15.75;0;1.0669;0.0112;1.078;0.0366;1.156;1.1926;0.9492;;;2175.75
2004;5;1;16;0;0;0;0;0;0;0;0;;;2176
2004;5;1;16.25;0;0;0;0;0;0;0;0;;;2176.25
2004;5;1;16.5;0;0;0;0;0;0;0;0;;;2176.5
2004;5;1;16.75;0;0;0;0;0;0;0;0;;;2176.75
2004;5;1;17;0;0;0;0;0;0;0;0;;;2177
2004;5;1;17.25;0;0;0;0;0;0;0;0;;;2177.25
2004;5;1;17.5;0;0;0;0;0;0;0;0;;;2177.5
2004;5;1;17.75;0;0;0;0;0;0;0;0;;;2177.75
2004;5;1;18;0;0;0;0;0;0;0;0;;;2178
2004;5;1;18.25;0;0;0;0;0;0;0;0;;;2178.25
2004;5;1;18.5;0;0;0;0;0;0;0;0;;;2178.5
2004;5;1;18.75;0;0;0;0;0;0;0;0;;;2178.75
2004;5;1;19;0;0;0;0;0;0;0;0;;;2179
2004;5;1;19.25;0;0;0;0;0;0;0;0;;;2179.25
2004;5;1;19.5;0;0;0;0;0;0;0;0;;;2179.5
2004;5;1;19.75;0;0;0;0;0;0;0;0;;;2179.75
2004;5;1;20;0;0;0;0;0;0;0;0;;;2180
2004;5;1;20.25;0;0;0;0;0;0;0;0;;;2180.25
2004;5;1;20.5;0;0;0;0;0;0;0;0;;;2180.5
2004;5;1;20.75;0;0;0;0;0;0;0;0;;;2180.75
2004;5;1;21;0;0;0;0;0;0;0;0;;;2181
2004;5;1;21.25;0;0;0;0;0;0;0;0;;;2181.25
2004;5;1;21.5;0;0;0;0;0;0;0;0;;;2181.5
2004;5;1;21.75;0;0;0;0;0;0;0;0;;;2181.75
2004;5;1;22;0;0;0;0;0;0;0;0;;;2182
2004;5;1;22.25;0;0;0;0;0;0;0;0;;;2182.25
2004;5;1;22.5;0;0;0;0;0;0;0;0;;;2182.5
2004;5;1;22.75;0;0;0;0;0;0;0;0;;;2182.75
2004;5;1;23;0;0;0;0;0;0;0;0;;;2183
2004;5;1;23.25;0;0;0;0;0;0;0;0;;;2183.25
2004;5;1;23.5;0;0;0;0;0;0;0;0;;;2183.5
2004;5;1;23.75;0;0;0;0;0;0;0;0;;;2183.75
2004;5;1;24;0;0;0;0;0;0;0;0;;;2184
2004;5;2;0.25;0;0;0;0;0;0;0;0;;;2184.25
2004;5;2;0.5;0;0;0;0;0;0;0;0;;;2184.5
2004;5;2;0.75;0;0;0;0;0;0;0;0;;;2184.75
2004;5;2;1;0;0;0;0;0;0;0;0;;;2185
2004;5;2;1.25;0;0;0;0;0;0;0;0;;;2185.25
2004;5;2;1.5;0;0;0;0;0;0;0;0;;;2185.5
2004;5;2;1.75;0;0;0;0;0;0;0;0;;;2185.75
2004;5;2;2;0;0;0;0;0;0;0;0;;;2186
2004;5;2;2.25;0;0;0;0;0;0;0;0;;;2186.25
2004;5;2;2.5;0;0;0;0;0;0;0;0;;;2186.5
2004;5;2;2.75;0;0;0;0;0;0;0;0;;;2186.75
2004;5;2;3;0;0.2209;0.0022;0.2231;0;0.2393;0.2393;0;;;2187
2004;5;2;3.25;0;2.3478;0.0251;2.3728;0.1141;2.5603;2.6744;4.4443;;;2187.25
2004;5;2;3.5;0;5.6569;0.0694;5.7263;0.9999;6.4048;7.4046;23.8711;;;2187.5
2004;5;2;3.75;0.9154;10.4056;0.1677;11.4888;5.7414;12.1619;17.9034;44.499;;;2187.75
2004;5;2;4;5.6761;14.3603;0.2872;20.3236;13.8495;16.8072;30.6567;65.0238;;;2188
2004;5;2;4.25;13.9524;17.341;0.4271;31.7205;25.336;20.2478;45.5838;85.3576;;;2188.25
2004;5;2;4.5;27.5278;17.862;0.6024;45.9923;43.3146;20.9835;64.2981;105.4135;;;2188.5
2004;5;2;4.75;39.5749;20.0308;0.7523;60.358;57.1328;23.1672;80.3;125.1054;;;2188.75
2004;5;2;5;46.6462;25.131;0.8609;72.6381;63.5418;28.343;91.8847;144.349;;;2189
2004;5;2;5.25;51.734;31.0074;0.9549;83.6963;67.6271;34.2939;101.9209;163.062;;;2189.25
2004;5;2;5.5;50.0244;39.8854;0.9994;90.9093;63.3945;43.2786;106.6731;181.1643;;;2189.5
2004;5;2;5.75;60.8067;42.231;1.1319;104.1696;75.1942;45.6199;120.814;198.5782;;;2189.75
2004;5;2;6;97.27;31.7281;1.4317;130.4298;118.1054;34.7021;152.8075;215.2293;;;2190
2004;5;2;6.25;120.841;27.3483;1.6357;149.8249;144.5813;29.996;174.5772;231.0462;;;2190.25
2004;5;2;6.5;126.0677;31.6894;1.7187;159.4758;149.013;34.4265;183.4395;245.9613;;;2190.5
2004;5;2;6.75;135.3674;33.597;1.8244;170.7887;158.407;36.3111;194.7181;259.9105;;;2190.75
2004;5;2;7;145.7441;34.5307;1.9331;182.2079;169.1396;37.1893;206.3289;272.8343;;;2191
2004;5;2;7.25;160.6352;32.8502;2.0658;195.5512;185.1326;35.3552;220.4879;284.6773;;;2191.25
2004;5;2;7.5;185.1223;26.2055;2.2532;213.581;212.1481;28.3453;240.4935;295.3886;;;2191.5
2004;5;2;7.75;196.2543;25.3709;2.3541;223.9793;223.8462;27.4139;251.2601;304.9226;;;2191.75
2004;5;2;8;205.1451;25.0381;2.437;232.6202;233.0846;27.0184;260.103;313.2383;;;2192
2004;5;2;8.25;211.7716;25.1868;2.5016;239.46;239.8646;27.1366;267.0012;320.3002;;;2192.25
2004;5;2;8.5;214.1111;26.7149;2.5356;243.3615;241.9233;28.7058;270.6291;326.078;;;2192.5
2004;5;2;8.75;215.4772;28.0996;2.5592;246.136;243.0215;30.1292;273.1507;330.5469;;;2192.75
2004;5;2;9;218.7384;28.023;2.5899;249.3513;246.3902;30.0328;276.423;333.6879;;;2193
2004;5;2;9.25;223.3508;26.7325;2.6242;252.7075;251.4081;28.676;280.0841;335.4875;;;2193.25
2004;5;2;9.5;226.0727;25.701;2.6423;254.4161;254.4273;27.5955;282.0228;335.9379;;;2193.5
2004;5;2;9.75;218.8845;28.5685;2.5954;250.0484;246.4233;30.5924;277.0158;335.0372;;;2193.75
2004;5;2;10;171.0335;49.6701;2.2967;223.0002;192.7125;52.4221;245.1346;332.7894;;;2194
2004;5;2;10.25;41.3444;90.3542;1.3236;133.0222;46.6388;94.6342;141.273;329.204;;;2194.25
2004;5;2;10.5;5.4671;68.5782;0.732;74.7773;6.1811;71.9476;78.1287;324.2964;;;2194.5
2004;5;2;10.75;4.4585;63.1432;0.6681;68.2698;5.0548;66.2525;71.3073;318.0875;;;2194.75
2004;5;2;11;6.9059;70.4658;0.7663;78.138;7.859;73.931;81.79;310.6041;;;2195
2004;5;2;11.25;47.9486;83.0702;1.3302;132.3491;54.8124;87.1605;141.9729;301.8781;;;2195.25
2004;5;2;11.5;147.8227;42.2435;2.0122;192.0784;169.7271;45.0377;214.7647;291.9468;;;2195.5
2004;5;2;11.75;127.3963;46.9085;1.8461;176.1509;147.1125;49.9313;197.0438;280.8529;;;2195.75
2004;5;2;12;68.677;67.6054;1.4172;137.6996;79.9328;71.3248;151.2577;268.6438;;;2196
2004;5;2;12.25;123.254;37.3796;1.733;162.3666;144.7045;40.2671;184.9716;255.3719;;;2196.25
2004;5;2;12.5;117.0293;33.8695;1.6452;152.544;138.86;36.735;175.595;241.0938;;;2196.5
2004;5;2;12.75;118.606;26.0401;1.6044;146.2505;142.581;28.6588;171.2398;225.8709;;;2196.75
2004;5;2;13;108.118;23.7369;1.4844;133.3393;132.0667;26.3629;158.4296;209.7682;;;2197
2004;5;2;13.25;95.1594;22.3297;1.3456;118.8347;118.5993;25.0188;143.6181;192.8547;;;2197.25
2004;5;2;13.5;78.4499;22.6135;1.1785;102.242;100.3082;25.4805;125.7886;175.2029;;;2197.5
2004;5;2;13.75;62.1071;22.6009;1.0099;85.7179;82.155;25.6299;107.7849;156.8883;;;2197.75
2004;5;2;14;51.0965;19.621;0.8754;71.5928;70.7826;22.6498;93.4323;137.9894;;;2198
2004;5;2;14.25;38.8001;17.3255;0.7289;56.8545;57.412;20.3842;77.7962;118.5871;;;2198.25
2004;5;2;14.5;25.5492;15.8793;0.5694;41.9978;41.8094;18.9609;60.7703;98.7644;;;2198.5
2004;5;2;14.75;11.9839;15.5908;0.3925;27.9672;23.4232;18.4649;41.8881;78.6063;;;2198.75
2004;5;2;15;4.1979;12.6214;0.2556;17.075;12.2785;15.0072;27.2857;58.1991;;;2199
2004;5;2;15.25;0.2929;8.8464;0.1381;9.2774;4.28;10.4601;14.7401;37.6301;;;2199.25
2004;5;2;15.5;0;4.1695;0.0479;4.2174;0.4647;4.6475;5.1122;16.9875;;;2199.5
2004;5;2;15.75;0;1.7719;0.0185;1.7905;0.0599;1.92;1.9799;1.0763;;;2199.75
2004;5;2;16;0;0;0;0;0;0;0;0;;;2200
2004;5;2;16.25;0;0;0;0;0;0;0;0;;;2200.25
2004;5;2;16.5;0;0;0;0;0;0;0;0;;;2200.5
2004;5;2;16.75;0;0;0;0;0;0;0;0;;;2200.75
2004;5;2;17;0;0;0;0;0;0;0;0;;;2201
2004;5;2;17.25;0;0;0;0;0;0;0;0;;;2201.25
2004;5;2;17.5;0;0;0;0;0;0;0;0;;;2201.5
2004;5;2;17.75;0;0;0;0;0;0;0;0;;;2201.75
2004;5;2;18;0;0;0;0;0;0;0;0;;;2202
2004;5;2;18.25;0;0;0;0;0;0;0;0;;;2202.25
2004;5;2;18.5;0;0;0;0;0;0;0;0;;;2202.5
2004;5;2;18.75;0;0;0;0;0;0;0;0;;;2202.75
2004;5;2;19;0;0;0;0;0;0;0;0;;;2203
2004;5;2;19.25;0;0;0;0;0;0;0;0;;;2203.25
2004;5;2;19.5;0;0;0;0;0;0;0;0;;;2203.5
2004;5;2;19.75;0;0;0;0;0;0;0;0;;;2203.75
2004;5;2;20;0;0;0;0;0;0;0;0;;;2204
2004;5;2;20.25;0;0;0;0;0;0;0;0;;;2204.25
2004;5;2;20.5;0;0;0;0;0;0;0;0;;;2204.5
2004;5;2;20.75;0;0;0;0;0;0;0;0;;;2204.75
2004;5;2;21;0;0;0;0;0;0;0;0;;;2205
2004;5;2;21.25;0;0;0;0;0;0;0;0;;;2205.25
2004;5;2;21.5;0;0;0;0;0;0;0;0;;;2205.5
2004;5;2;21.75;0;0;0;0;0;0;0;0;;;2205.75
2004;5;2;22;0;0;0;0;0;0;0;0;;;2206
2004;5;2;22.25;0;0;0;0;0;0;0;0;;;2206.25
2004;5;2;22.5;0;0;0;0;0;0;0;0;;;2206.5
2004;5;2;22.75;0;0;0;0;0;0;0;0;;;2206.75
2004;5;2;23;0;0;0;0;0;0;0;0;;;2207
2004;5;2;23.25;0;0;0;0;0;0;0;0;;;2207.25
2004;5;2;23.5;0;0;0;0;0;0;0;0;;;2207.5
2004;5;2;23.75;0;0;0;0;0;0;0;0;;;2207.75
2004;5;2;24;0;0;0;0;0;0;0;0;;;2208
2004;5;3;0.25;0;0;0;0;0;0;0;0;;;2208.25
2004;5;3;0.5;0;0;0;0;0;0;0;0;;;2208.5
2004;5;3;0.75;0;0;0;0;0;0;0;0;;;2208.75
2004;5;3;1;0;0;0;0;0;0;0;0;;;2209
2004;5;3;1.25;0;0;0;0;0;0;0;0;;;2209.25
2004;5;3;1.5;0;0;0;0;0;0;0;0;;;2209.5
2004;5;3;1.75;0;0;0;0;0;0;0;0;;;2209.75
2004;5;3;2;0;0;0;0;0;0;0;0;;;2210
2004;5;3;2.25;0;0;0;0;0;0;0;0;;;2210.25
2004;5;3;2.5;0;0;0;0;0;0;0;0;;;2210.5
2004;5;3;2.75;0;0;0;0;0;0;0;0;;;2210.75
2004;5;3;3;0;0.047;0.0005;0.0475;0;0.051;0.051;0;;;2211
2004;5;3;3.25;0;0.7539;0.0081;0.762;0.0431;0.8213;0.8645;4.7064;;;2211.25
2004;5;3;3.5;0;3.3151;0.0361;3.3512;0.2261;3.626;3.852;24.231;;;2211.5
2004;5;3;3.75;0.0628;6.3773;0.0681;6.5082;0.4689;6.7954;7.2643;44.8186;;;2211.75
2004;5;3;4;0.2897;9.7467;0.1032;10.1396;0.7305;10.286;11.0165;65.3034;;;2212
2004;5;3;4.25;0.4955;12.652;0.1335;13.281;0.9183;13.3275;14.2459;85.5976;;;2212.25
2004;5;3;4.5;1.0143;18.2287;0.1949;19.4379;1.5972;19.2049;20.8021;105.6143;;;2212.5
2004;5;3;4.75;15.7127;31.0993;0.5284;47.3404;22.6261;33.767;56.3932;125.2679;;;2212.75
2004;5;3;5;50.3727;22.91;0.8903;74.173;68.944;26.0844;95.0284;144.474;;;2213
2004;5;3;5.25;65.0658;23.7291;1.0521;89.847;85.4676;26.8263;112.2939;163.1506;;;2213.25
2004;5;3;5.5;83.4666;22.5751;1.2339;107.2756;106.2569;25.4453;131.7023;181.2175;;;2213.5
2004;5;3;5.75;91.2446;26.7564;1.3408;119.3417;113.4015;29.7057;143.1072;198.5975;;;2213.75
2004;5;3;6;102.2898;28.9354;1.467;132.6922;124.7272;31.8535;156.5807;215.2161;;;2214
2004;5;3;6.25;114.3254;30.2768;1.5967;146.1989;137.2893;33.13;170.4193;231.0022;;;2214.25
2004;5;3;6.5;124.9656;31.9319;1.7142;158.6117;148.2147;34.743;182.9577;245.8882;;;2214.5
2004;5;3;6.75;134.8562;33.5348;1.8235;170.2145;158.3192;36.3093;194.6286;259.8103;;;2214.75
2004;5;3;7;147.5121;33.3615;1.9464;182.82;171.7097;36.0333;207.743;272.7089;;;2215
2004;5;3;7.25;171.7761;27.2262;2.1371;201.1394;198.5599;29.5366;228.0965;284.5287;;;2215.25
2004;5;3;7.5;185.0463;25.8833;2.2553;213.185;212.6595;28.0589;240.7183;295.2192;;;2215.5
2004;5;3;7.75;195.124;25.5268;2.3497;223.0004;223.1625;27.6274;250.7899;304.7346;;;2215.75
2004;5;3;8;204.3033;25.0511;2.4343;231.7887;232.7416;27.0805;259.8221;313.0341;;;2216
2004;5;3;8.25;210.2123;25.5197;2.4945;238.2264;238.7129;27.5338;266.2467;320.0822;;;2216.25
2004;5;3;8.5;212.6586;26.9953;2.5291;242.183;240.8903;29.0487;269.939;325.8487;;;2216.5
2004;5;3;8.75;214.0817;28.3517;2.553;244.9864;242.0501;30.4428;272.4929;330.309;;;2216.75
2004;5;3;9;216.5977;28.6117;2.5791;247.7885;244.5815;30.6975;275.279;333.4438;;;2217
2004;5;3;9.25;221.2678;27.288;2.6138;251.1696;249.675;29.3052;278.9802;335.2399;;;2217.25
2004;5;3;9.5;222.9973;26.7033;2.6259;252.3265;251.5816;28.6914;280.273;335.6894;;;2217.5
2004;5;3;9.75;218.0096;28.5721;2.5924;249.1741;246.0427;30.6489;276.6916;334.7905;;;2217.75
2004;5;3;10;215.1773;28.8579;2.5674;246.6025;243.0661;30.9592;274.0253;332.5471;;;2218
2004;5;3;10.25;213.4401;28.042;2.5445;244.0266;241.4587;30.1265;271.5852;328.9687;;;2218.25
2004;5;3;10.5;212.4399;26.2955;2.5217;241.2572;240.8253;28.3254;269.1507;324.0706;;;2218.5
2004;5;3;10.75;208.577;25.2739;2.477;236.3279;237.0879;27.2879;264.3758;317.8739;;;2218.75
2004;5;3;11;200.2106;25.7451;2.4002;228.356;228.3578;27.8241;256.1819;310.405;;;2219
2004;5;3;11.25;189.0551;26.96;2.302;218.3171;216.5466;29.1498;245.6965;301.696;;;2219.25
2004;5;3;11.5;177.9105;27.653;2.1996;207.7631;204.8307;29.9379;234.7686;291.7841;;;2219.5
2004;5;3;11.75;165.6348;28.3781;2.0861;196.0989;191.884;30.7706;222.6546;280.7118;;;2219.75
2004;5;3;12;153.3933;28.6122;1.9688;183.9743;179.0354;31.1003;210.1357;268.5265;;;2220
2004;5;3;12.25;141.3256;28.3095;1.8488;171.4839;166.446;30.8786;197.3246;255.2804;;;2220.25
2004;5;3;12.5;131.673;26.4048;1.7404;159.8182;156.7715;28.9844;185.7559;241.0302;;;2220.5
2004;5;3;12.75;116.7194;26.6897;1.5949;145.0041;140.8263;29.4064;170.2327;225.837;;;2220.75
2004;5;3;13;102.7103;26.1793;1.452;130.3416;125.9707;29.0034;154.9741;209.7657;;;2221
2004;5;3;13.25;86.0765;26.7327;1.2881;114.0974;107.7531;29.7297;137.4828;192.8852;;;2221.25
2004;5;3;13.5;68.4517;27.6489;1.1128;97.2135;87.9495;30.826;118.7755;175.2678;;;2221.5
2004;5;3;13.75;40.3177;33.7955;0.8488;74.962;53.4947;37.0947;90.5894;156.9889;;;2221.75
2004;5;3;14;6.1175;34.9101;0.426;41.4536;8.4724;36.9965;45.4689;138.1268;;;2222
2004;5;3;14.25;3.4192;27.5191;0.3205;31.2588;5.0604;29.1473;34.2077;118.7623;;;2222.25
2004;5;3;14.5;0.5458;13.2445;0.139;13.9294;0.9035;13.9352;14.8387;98.9783;;;2222.5
2004;5;3;14.75;0.389;11.005;0.1159;11.5099;0.7795;11.5942;12.3737;78.8595;;;2222.75
2004;5;3;15;0.1981;8.2904;0.0877;8.5761;0.604;8.7518;9.3558;58.492;;;2223
2004;5;3;15.25;0.0165;4.5835;0.0491;4.649;0.3142;4.9261;5.2403;37.9631;;;2223.25
2004;5;3;15.5;0;1.5559;0.0168;1.5728;0.1011;1.6961;1.7972;17.3608;;;2223.5
2004;5;3;15.75;0;0.0913;0.001;0.0923;0.0035;0.099;0.1025;1.2096;;;2223.75
2004;5;3;16;0;0.0002;0;0.0002;0;0.0002;0.0002;0;;;2224
2004;5;3;16.25;0;0;0;0;0;0;0;0;;;2224.25
2004;5;3;16.5;0;0;0;0;0;0;0;0;;;2224.5
2004;5;3;16.75;0;0;0;0;0;0;0;0;;;2224.75
2004;5;3;17;0;0;0;0;0;0;0;0;;;2225
2004;5;3;17.25;0;0;0;0;0;0;0;0;;;2225.25
2004;5;3;17.5;0;0;0;0;0;0;0;0;;;2225.5
2004;5;3;17.75;0;0;0;0;0;0;0;0;;;2225.75
2004;5;3;18;0;0;0;0;0;0;0;0;;;2226
2004;5;3;18.25;0;0;0;0;0;0;0;0;;;2226.25
2004;5;3;18.5;0;0;0;0;0;0;0;0;;;2226.5
2004;5;3;18.75;0;0;0;0;0;0;0;0;;;2226.75
2004;5;3;19;0;0;0;0;0;0;0;0;;;2227
2004;5;3;19.25;0;0;0;0;0;0;0;0;;;2227.25
2004;5;3;19.5;0;0;0;0;0;0;0;0;;;2227.5
2004;5;3;19.75;0;0;0;0;0;0;0;0;;;2227.75
2004;5;3;20;0;0;0;0;0;0;0;0;;;2228
2004;5;3;20.25;0;0;0;0;0;0;0;0;;;2228.25
2004;5;3;20.5;0;0;0;0;0;0;0;0;;;2228.5
2004;5;3;20.75;0;0;0;0;0;0;0;0;;;2228.75
2004;5;3;21;0;0;0;0;0;0;0;0;;;2229
2004;5;3;21.25;0;0;0;0;0;0;0;0;;;2229.25
2004;5;3;21.5;0;0;0;0;0;0;0;0;;;2229.5
2004;5;3;21.75;0;0;0;0;0;0;0;0;;;2229.75
2004;5;3;22;0;0;0;0;0;0;0;0;;;2230
2004;5;3;22.25;0;0;0;0;0;0;0;0;;;2230.25
2004;5;3;22.5;0;0;0;0;0;0;0;0;;;2230.5
2004;5;3;22.75;0;0;0;0;0;0;0;0;;;2230.75
2004;5;3;23;0;0;0;0;0;0;0;0;;;2231
2004;5;3;23.25;0;0;0;0;0;0;0;0;;;2231.25
2004;5;3;23.5;0;0;0;0;0;0;0;0;;;2231.5
2004;5;3;23.75;0;0;0;0;0;0;0;0;;;2231.75
2004;5;3;24;0;0;0;0;0;0;0;0;;;2232
2004;5;4;0.25;0;0;0;0;0;0;0;0;;;2232.25
2004;5;4;0.5;0;0;0;0;0;0;0;0;;;2232.5
2004;5;4;0.75;0;0;0;0;0;0;0;0;;;2232.75
2004;5;4;1;0;0;0;0;0;0;0;0;;;2233
2004;5;4;1.25;0;0;0;0;0;0;0;0;;;2233.25
2004;5;4;1.5;0;0;0;0;0;0;0;0;;;2233.5
2004;5;4;1.75;0;0;0;0;0;0;0;0;;;2233.75
2004;5;4;2;0;0;0;0;0;0;0;0;;;2234
2004;5;4;2.25;0;0;0;0;0;0;0;0;;;2234.25
2004;5;4;2.5;0;0;0;0;0;0;0;0;;;2234.5
2004;5;4;2.75;0;0;0;0;0;0;0;0;;;2234.75
2004;5;4;3;0;0.3054;0.0031;0.3085;0;0.3309;0.3309;0;;;2235
2004;5;4;3.25;0;2.6273;0.0282;2.6555;0.1368;2.8705;3.0072;4.9721;;;2235.25
2004;5;4;3.5;0;6.0761;0.0804;6.1565;1.5502;7.0314;8.5817;24.5844;;;2235.5
2004;5;4;3.75;1.179;9.6956;0.1903;11.0649;8.3347;11.974;20.3087;45.1319;;;2235.75
2004;5;4;4;7.4196;12.5582;0.3213;20.299;18.8635;15.4248;34.2883;65.5767;;;2236
2004;5;4;4.25;16.9712;14.8947;0.466;32.332;31.6979;18.0426;49.7405;85.8314;;;2236.25
2004;5;4;4.5;27.4132;17.6321;0.6077;45.6531;43.9929;20.8724;64.8652;105.809;;;2236.5
2004;5;4;4.75;39.3262;19.8503;0.7562;59.9326;57.6072;23.1002;80.7073;125.4242;;;2236.75
2004;5;4;5;51.1943;22.2424;0.9;74.3368;70.5891;25.4749;96.064;144.5929;;;2237
2004;5;4;5.25;63.6411;24.2842;1.0449;88.9702;84.0544;27.471;111.5254;163.233;;;2237.25
2004;5;4;5.5;76.398;26.034;1.1888;103.6208;97.7245;29.1577;126.8822;181.2647;;;2237.5
2004;5;4;5.75;89.9729;27.1605;1.335;118.4684;112.293;30.193;142.4861;198.6108;;;2237.75
2004;5;4;6;102.5576;28.534;1.4713;132.5629;125.5456;31.4947;157.0403;215.197;;;2238
2004;5;4;6.25;113.9887;30.1612;1.597;145.7469;137.3838;33.0709;170.4547;230.9522;;;2238.25
2004;5;4;6.5;124.5018;31.8634;1.7136;158.0788;148.166;34.7334;182.8994;245.8092;;;2238.5
2004;5;4;6.75;134.3708;33.462;1.8228;169.6556;158.2536;36.2955;194.5491;259.7041;;;2238.75
2004;5;4;7;144.7169;34.3811;1.9313;181.0292;168.9733;37.1578;206.1311;272.5775;;;2239
2004;5;4;7.25;158.5263;33.178;2.0574;193.7617;183.7695;35.8174;219.5869;284.3743;;;2239.25
2004;5;4;7.5;182.8409;26.558;2.2442;211.6431;210.7077;28.819;239.5267;295.0439;;;2239.5
2004;5;4;7.75;193.5302;25.8998;2.3423;221.7723;221.9351;28.069;250.0041;304.5407;;;2239.75
2004;5;4;8;201.236;26.0891;2.4179;229.7431;229.8468;28.2192;258.066;312.8241;;;2240
2004;5;4;8.25;202.0736;28.8848;2.4469;233.4053;230.058;31.107;261.165;319.8584;;;2240.25
2004;5;4;8.5;192.9792;35.7343;2.4112;231.1247;219.1486;38.2039;257.3525;325.6137;;;2240.5
2004;5;4;8.75;173.2535;46.9989;2.3066;222.559;196.3797;49.814;246.1936;330.0652;;;2240.75
2004;5;4;9;85.2897;86.9551;1.7576;174.0024;96.5481;91.0433;187.5914;333.1939;;;2241
2004;5;4;9.25;88.3082;86.4635;1.784;176.5556;99.8853;90.5202;190.4055;334.9865;;;2241.25
2004;5;4;9.5;138.8221;65.5009;2.1158;206.4388;156.9961;68.8314;225.8275;335.4351;;;2241.5
2004;5;4;9.75;114.2764;75.7528;1.9554;191.9846;129.2803;79.4248;208.7051;334.538;;;2241.75
2004;5;4;10;49.6014;95.7453;1.4657;146.8125;56.1688;100.274;156.4428;332.299;;;2242
2004;5;4;10.25;131.6416;65.1661;2.0413;198.849;149.3133;68.5606;217.8739;328.7275;;;2242.25
2004;5;4;10.5;189.454;36.5834;2.3836;228.421;215.3097;39.0939;254.4036;323.839;;;2242.5
2004;5;4;10.75;175.6992;40.2339;2.2781;218.2112;200.2284;42.9214;243.1498;317.6544;;;2242.75
