Year;Month;Day;Hour;Direct Inclined;Diffuse Inclined;Reflected;Global Inclined;Direct Horiz;Diffus Horiz;Global Horiz;Top of Atmosphere;;;;;;;696
2004;2;16;9;250.4373;30.9676;2.3758;283.7807;225.347;28.2243;253.5713;308.9848;;;;;;;
2004;2;16;9.25;253.2826;31.3032;2.4052;286.991;228.1586;28.5517;256.7102;312.5785;;;;;;;
2004;2;16;9.5;256.8868;30.7369;2.4322;290.0558;231.5575;28.0336;259.5911;314.76;;;;;;;
2004;2;16;9.75;260.7216;29.4813;2.4541;292.6571;235.0675;26.8696;261.9371;315.5199;;;;;;;
2004;2;16;10;259.7068;29.6196;2.4463;291.7727;234.1062;26.9953;261.1015;314.8549;;;;;;;
2004;2;16;10.25;254.6729;30.8121;2.4128;287.8978;229.4242;28.0952;257.5195;312.768;;;;;;;
2004;2;16;10.5;250.0299;31.253;2.375;283.658;225.0002;28.4913;253.4916;309.268;;;;;;;
2004;2;16;10.75;244.8725;31.3202;2.3288;278.5214;220.02;28.5336;248.5536;304.37;;;;;;;
2004;2;16;11;237.1414;31.8657;2.2641;271.2712;212.639;29.0164;241.6554;298.0948;;;;;;;
2004;2;16;11.25;227.808;32.5012;2.186;262.4952;203.7403;29.5787;233.319;290.4695;;;;;;;
2004;2;16;11.5;218.9063;32.4085;2.1044;253.4191;195.1509;29.4552;224.6061;281.5266;;;;;;;
2004;2;16;11.75;209.5274;31.9763;2.015;243.5187;186.0592;29.0086;215.0678;271.3044;;;;;;;
2004;2;16;12;200.2067;31.0067;1.9206;233.1341;176.9419;28.0535;204.9954;259.8467;;;;;;;
2004;2;16;12.25;188.4847;30.518;1.8099;220.8127;165.6338;27.5432;193.177;247.2025;;;;;;;
2004;2;16;12.5;177.1356;29.4077;1.6962;208.2395;154.5955;26.4462;181.0417;233.4261;;;;;;;
2004;2;16;12.75;161.0423;29.7514;1.5562;192.3498;139.3854;26.7089;166.0943;218.5764;;;;;;;
2004;2;16;13;146.7779;28.933;1.4207;177.1316;125.757;25.8794;151.6364;202.717;;;;;;;
2004;2;16;13.25;132.0322;27.904;1.2796;161.2158;111.7201;24.8513;136.5714;185.9158;;;;;;;
2004;2;16;13.5;116.3375;26.8664;1.1312;144.3352;96.9165;23.8189;120.7354;168.2447;;;;;;;
2004;2;16;13.75;101.8739;25.0193;0.9858;127.8791;83.1994;22.0208;105.2202;149.7794;;;;;;;
2004;2;16;14;83.1008;24.3879;0.8204;108.309;66.1384;21.4236;87.5621;130.5991;;;;;;;
2004;2;16;14.25;63.8282;23.45;0.6528;87.931;49.0518;20.6221;69.6739;110.7857;;;;;;;
2004;2;16;14.5;45.2958;21.6503;0.4897;67.4359;33.129;19.1362;52.2652;90.4243;;;;;;;
2004;2;16;14.75;29.1382;18.5025;0.3396;47.9803;19.7697;16.479;36.2486;69.6019;;;;;;;
2004;2;16;15;15.1385;14.0995;0.2048;29.4428;9.0668;12.794;21.8608;48.4077;;;;;;;
2004;2;16;15.25;3.8601;7.5755;0.0896;11.5251;1.848;7.7125;9.5605;26.9324;;;;;;;
2004;2;16;15.5;0.276;2.6726;0.0281;2.9767;0.1426;2.8549;2.9975;5.9896;;;;;;;
2004;2;16;15.75;0;0.5684;0.0058;0.5741;0;0.6159;0.6159;0;;;;;;;
2004;2;16;16;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;16.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;16.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;16.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;17;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;17.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;17.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;17.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;18;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;18.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;18.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;18.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;19;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;19.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;19.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;19.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;20;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;20.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;20.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;20.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;21;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;21.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;21.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;21.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;22;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;22.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;22.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;22.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;23;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;23.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;23.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;23.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;16;24;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;0.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;0.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;0.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;1;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;1.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;1.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;1.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;2;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;2.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;2.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;2.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;3;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;3.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;3.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;3.75;0;0.4018;0.0041;0.4058;0;0.4353;0.4353;0;;;;;;;
2004;2;17;4;0.2337;2.1397;0.0224;2.3957;0.1063;2.2858;2.3921;5.3067;;;;;;;
2004;2;17;4.25;1.8266;6.3231;0.0697;8.2193;0.8671;6.5692;7.4363;26.0105;;;;;;;
2004;2;17;4.5;6.884;13.1389;0.1593;20.1821;4.1425;12.8556;16.9981;47.5214;;;;;;;
2004;2;17;4.75;14.8171;19.4534;0.2699;34.5404;10.1126;18.6978;28.8104;68.757;;;;;;;
2004;2;17;5;25.9648;24.9295;0.4003;51.2945;19.1165;23.6049;42.7214;89.6266;;;;;;;
2004;2;17;5.25;53.9618;25.8381;0.6091;80.409;41.7056;23.3082;65.0138;110.0406;;;;;;;
2004;2;17;5.5;84.3236;23.4342;0.8246;108.5824;67.432;20.578;88.01;129.9118;;;;;;;
2004;2;17;5.75;104.0147;23.716;0.9946;128.7253;85.3073;20.8448;106.1521;149.155;;;;;;;
2004;2;17;6;119.0839;25.3226;1.1432;145.5498;99.6006;22.4194;122.02;167.6878;;;;;;;
2004;2;17;6.25;133.646;26.7952;1.2872;161.7284;113.5137;23.8692;137.3829;185.4308;;;;;;;
2004;2;17;6.5;147.9781;27.9997;1.427;177.4048;127.2397;25.0651;152.3048;202.3081;;;;;;;
2004;2;17;6.75;163.5602;28.3083;1.5691;193.4375;142.0521;25.4179;167.4701;218.2474;;;;;;;
2004;2;17;7;177.8273;28.7185;1.7012;208.247;155.7087;25.8636;181.5723;233.1804;;;;;;;
2004;2;17;7.25;188.2102;30.25;1.8108;220.2711;165.9193;27.3551;193.2744;247.0433;;;;;;;
2004;2;17;7.5;199.9186;30.7777;1.9219;232.6183;177.2321;27.9015;205.1336;259.7766;;;;;;;
2004;2;17;7.75;209.4166;31.711;2.0176;243.1452;186.5199;28.8227;215.3426;271.3257;;;;;;;
2004;2;17;8;219.3865;31.9385;2.1102;253.4352;196.1538;29.0773;225.2311;281.6414;;;;;;;
2004;2;17;8.25;227.5723;32.3609;2.1889;262.1221;204.1177;29.5091;233.6268;290.6793;;;;;;;
2004;2;17;8.5;237.589;31.4827;2.2708;271.3425;213.6483;28.7189;242.3672;298.4008;;;;;;;
2004;2;17;8.75;245.3859;30.9483;2.3362;278.6704;221.1046;28.2459;249.3505;304.7728;;;;;;;
2004;2;17;9;250.5272;30.9272;2.3829;283.8372;226.0822;28.2465;254.3287;309.7681;;;;;;;
2004;2;17;9.25;255.3004;30.4721;2.4217;288.1942;230.6364;27.8368;258.4732;313.3652;;;;;;;
2004;2;17;9.5;258.765;29.9628;2.4481;291.1759;233.9156;27.3714;261.287;315.5487;;;;;;;
2004;2;17;9.75;260.6201;29.5191;2.4604;292.5996;235.6444;26.9617;262.6061;316.3093;;;;;;;
2004;2;17;10;262.0411;28.6569;2.4645;293.1625;236.8836;26.1579;263.0415;315.6437;;;;;;;
2004;2;17;10.25;255.6681;30.4005;2.4243;288.4929;230.9815;27.7709;258.7524;313.5549;;;;;;;
2004;2;17;10.5;251.2772;30.7379;2.3877;284.4028;226.7784;28.0711;254.8495;310.0516;;;;;;;
2004;2;17;10.75;245.3899;31.1039;2.3379;278.8317;221.1341;28.3926;249.5267;305.149;;;;;;;
2004;2;17;11;238.024;31.4996;2.2749;271.7985;214.0715;28.7365;242.808;298.8679;;;;;;;
2004;2;17;11.25;228.4571;32.2309;2.1956;262.8836;204.9502;29.3896;234.3398;291.2354;;;;;;;
2004;2;17;11.5;219.4837;32.1666;2.1135;253.7639;196.2862;29.2935;225.5798;282.2841;;;;;;;
2004;2;17;11.75;210.2224;31.685;2.0246;243.9319;187.29;28.8012;216.0912;272.0524;;;;;;;
2004;2;17;12;200.5976;30.8368;1.9287;233.3631;177.8944;27.9601;205.8545;260.5839;;;;;;;
2004;2;17;12.25;188.6815;30.4253;1.8169;220.9238;166.4026;27.5231;193.9257;247.9279;;;;;;;
2004;2;17;12.5;177.0486;29.4272;1.7018;208.1776;155.1052;26.5314;181.6366;234.1386;;;;;;;
2004;2;17;12.75;161.3958;29.5958;1.5636;192.5552;140.2548;26.6318;166.8866;219.275;;;;;;;
2004;2;17;13;147.2066;28.7488;1.4283;177.3838;126.6699;25.7758;152.4457;203.4007;;;;;;;
2004;2;17;13.25;132.9219;27.5437;1.289;161.7546;112.9988;24.5807;137.5796;186.5837;;;;;;;
2004;2;17;13.5;117.5351;26.3956;1.1418;145.0725;98.4202;23.4421;121.8623;168.8961;;;;;;;
2004;2;17;13.75;101.5711;25.1192;0.9895;127.6798;83.4279;22.1888;105.6167;150.4135;;;;;;;
2004;2;17;14;84.6621;23.8375;0.8317;109.3313;67.8188;20.9556;88.7744;131.2151;;;;;;;
2004;2;17;14.25;63.7064;23.5041;0.6566;87.8671;49.3276;20.7478;70.0754;111.3832;;;;;;;
2004;2;17;14.5;46.6747;21.3326;0.4992;68.5065;34.443;18.8375;53.2806;91.0027;;;;;;;
2004;2;17;14.75;30.4062;18.3453;0.3481;49.0996;20.8593;16.2956;37.155;70.1607;;;;;;;
2004;2;17;15;15.9282;14.1671;0.2108;30.306;9.6814;12.8145;22.4959;48.9467;;;;;;;
2004;2;17;15.25;4.1803;7.7736;0.0933;12.0472;2.0458;7.9161;9.9619;27.4513;;;;;;;
2004;2;17;15.5;0.3282;2.7245;0.0286;3.0813;0.1445;2.904;3.0485;6.3673;;;;;;;
2004;2;17;15.75;0;0.6137;0.0062;0.62;0;0.665;0.665;0;;;;;;;
2004;2;17;16;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;16.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;16.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;16.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;17;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;17.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;17.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;17.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;18;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;18.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;18.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;18.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;19;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;19.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;19.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;19.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;20;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;20.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;20.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;20.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;21;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;21.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;21.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;21.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;22;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;22.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;22.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;22.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;23;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;23.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;23.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;23.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;17;24;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;0.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;0.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;0.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;1;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;1.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;1.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;1.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;2;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;2.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;2.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;2.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;3;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;3.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;3.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;3.75;0;0.5524;0.0056;0.558;0;0.5986;0.5986;0;;;;;;;
2004;2;18;4;0.2845;2.7883;0.0292;3.1019;0.1382;2.9795;3.1177;5.6646;;;;;;;
2004;2;18;4.25;4.286;7.6202;0.0924;11.9985;2.1021;7.7559;9.858;26.5314;;;;;;;
2004;2;18;4.5;17.4271;13.7889;0.2149;31.4309;10.6452;12.2938;22.939;48.0617;;;;;;;
2004;2;18;4.75;32.2767;17.6107;0.3536;50.241;22.2528;15.4895;37.7423;69.3166;;;;;;;
2004;2;18;5;50.5554;19.7929;0.5133;70.8615;37.5117;17.2738;54.7855;90.205;;;;;;;
2004;2;18;5.25;72.2926;20.1678;0.691;93.1514;56.2629;17.4875;73.7504;110.6375;;;;;;;
2004;2;18;5.5;91.6273;20.8117;0.8604;113.2994;73.7205;18.1114;91.8319;130.5266;;;;;;;
2004;2;18;5.75;99.0186;25.5607;0.9778;125.5571;81.6718;22.6895;104.3614;149.7872;;;;;;;
2004;2;18;6;114.4753;27.0569;1.1281;142.6602;96.2554;24.1481;120.4035;168.3367;;;;;;;
2004;2;18;6.25;133.6816;26.7582;1.2929;161.7327;114.0842;23.9051;137.9893;186.0958;;;;;;;
2004;2;18;6.5;147.4666;28.1808;1.4303;177.0777;127.3545;25.3061;152.6606;202.9883;;;;;;;
2004;2;18;6.75;162.1823;28.8386;1.5685;192.5895;141.4293;25.9846;167.414;218.942;;;;;;;
2004;2;18;7;177.4648;28.843;1.7055;208.0133;155.9868;26.047;182.0338;233.8886;;;;;;;
2004;2;18;7.25;188.5762;30.0829;1.8187;220.4778;166.8451;27.2654;194.1105;247.764;;;;;;;
2004;2;18;7.5;200.2092;30.6427;1.9295;232.7815;178.1032;27.841;205.9443;260.5087;;;;;;;
2004;2;18;7.75;209.7148;31.5754;2.0253;243.3155;187.4047;28.7614;216.1661;272.0684;;;;;;;
2004;2;18;8;219.1206;32.0348;2.1153;253.2708;196.543;29.2326;225.7756;282.3933;;;;;;;
2004;2;18;8.25;228.0185;32.1674;2.1975;262.3834;205.1531;29.3922;234.5453;291.4394;;;;;;;
2004;2;18;8.5;238.3454;31.1614;2.281;271.7878;214.9773;28.4808;243.4581;299.1679;;;;;;;
2004;2;18;8.75;245.5452;30.8725;2.3436;278.7613;221.9045;28.2359;250.1404;305.5457;;;;;;;
2004;2;18;9;250.555;30.9063;2.3897;283.851;226.7677;28.2872;255.0549;310.5455;;;;;;;
2004;2;18;9.25;256.2046;30.0909;2.4328;288.7283;232.1219;27.5406;259.6625;314.1458;;;;;;;
2004;2;18;9.5;258.4894;30.0666;2.4535;291.0095;234.3369;27.5264;261.8633;316.3313;;;;;;;
2004;2;18;9.75;261.3797;29.1968;2.4709;293.0474;237.0078;26.7191;263.7269;317.0926;;;;;;;
2004;2;18;10;261.6666;28.7998;2.4695;292.9359;237.2236;26.3471;263.5707;316.4264;;;;;;;
2004;2;18;10.25;255.5161;30.4535;2.4303;288.3999;231.5107;27.8796;259.3903;314.3356;;;;;;;
2004;2;18;10.5;251.1569;30.7776;2.3938;284.3284;227.3312;28.1682;255.4994;310.8292;;;;;;;
2004;2;18;10.75;245.6581;30.9836;2.3458;278.9875;222.0316;28.3413;250.3729;305.9222;;;;;;;
2004;2;18;11;238.7457;31.1926;2.285;272.2233;215.3698;28.5118;243.8816;299.6355;;;;;;;
2004;2;18;11.25;228.2284;32.3138;2.2009;262.7432;205.3796;29.5317;234.9113;291.9961;;;;;;;
2004;2;18;11.5;218.8245;32.4243;2.1167;253.3655;196.3216;29.6006;225.9222;283.0367;;;;;;;
2004;2;18;11.75;209.4307;31.9942;2.0271;243.452;187.2016;29.1574;216.359;272.7956;;;;;;;
2004;2;18;12;200.0921;31.0263;1.9325;233.0509;178.0574;28.2041;206.2615;261.3168;;;;;;;
2004;2;18;12.25;188.4821;30.4883;1.8221;220.7924;166.8271;27.6494;194.4766;248.6494;;;;;;;
2004;2;18;12.5;177.2956;29.307;1.7089;208.3116;155.9137;26.4863;182.4;234.8476;;;;;;;
2004;2;18;12.75;160.8488;29.7936;1.5669;192.2093;140.3486;26.8892;167.2379;219.9705;;;;;;;
2004;2;18;13;139.496;31.7541;1.3986;172.6486;120.562;28.714;149.276;204.0819;;;;;;;
2004;2;18;13.25;129.3978;28.8957;1.2785;159.5721;110.519;25.9408;136.4599;187.2497;;;;;;;
2004;2;18;13.5;118.0828;26.1678;1.1495;145.4;99.3892;23.297;122.6862;169.5461;;;;;;;
2004;2;18;13.75;103.0174;24.5641;1.0009;128.5824;85.1027;21.7286;106.8313;151.0468;;;;;;;
2004;2;18;14;86.996;22.9963;0.8465;110.8388;70.1419;20.2082;90.3501;131.8311;;;;;;;
2004;2;18;14.25;65.471;22.9465;0.6683;89.0858;51.0835;20.2487;71.3323;111.9813;;;;;;;
2004;2;18;14.5;46.4325;21.4259;0.502;68.3604;34.5792;19.0058;53.585;91.5823;;;;;;;
2004;2;18;14.75;30.0531;18.4656;0.3499;48.8686;20.8554;16.4949;37.3503;70.7215;;;;;;;
2004;2;18;15;15.7955;14.2527;0.2127;30.261;9.7496;12.9568;22.7064;49.4883;;;;;;;
2004;2;18;15.25;4.2449;7.9599;0.0954;12.3001;2.1233;8.0538;10.1771;27.9735;;;;;;;
2004;2;18;15.5;0.319;2.7875;0.0292;3.1357;0.1481;2.9716;3.1197;6.7593;;;;;;;
2004;2;18;15.75;0;0.6496;0.0066;0.6562;0;0.7039;0.7039;0;;;;;;;
2004;2;18;16;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;16.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;16.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;16.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;17;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;17.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;17.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;17.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;18;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;18.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;18.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;18.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;19;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;19.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;19.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;19.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;20;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;20.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;20.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;20.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;21;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;21.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;21.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;21.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;22;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;22.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;22.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;22.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;23;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;23.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;23.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;23.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;18;24;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;0.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;0.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;0.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;1;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;1.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;1.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;1.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;2;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;2.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;2.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;2.75;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;3;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;3.25;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;3.5;0;0;0;0;0;0;0;0;;;;;;;
2004;2;19;3.75;0;0.5855;0.0059;0.5915;0;0.6344;0.6344;0;;;;;;;
2004;2;19;4;0.2739;2.829;0.0297;3.1327;0.1513;3.0234;3.1748;6.0366;;;;;;;
2004;2;19;4.25;4.3328;7.7353;0.0943;12.1625;2.1731;7.8919;10.0651;27.0555;;;;;;;
2004;2;19;4.5;17.1248;13.8859;0.2163;31.2271;10.6242;12.4649;23.0891;48.6044;;;;;;;
2004;2;19;4.75;31.9462;17.7265;0.3557;50.0284;22.2816;15.6812;37.9629;69.8778;;;;;;;
2004;2;19;5;49.8611;20.0108;0.5145;70.3864;37.3393;17.5721;54.9114;90.7843;;;;;;;
2004;2;19;5.25;70.9642;20.6151;0.69;92.2693;55.6533;17.9958;73.6491;111.2346;;;;;;;
2004;2;19;5.5;90.0733;21.3574;0.8588;112.2894;72.9583;18.7008;91.6591;131.141;;;;;;;
2004;2;19;5.75;104.1217;23.6289;1.0053;128.7559;86.3939;20.9053;107.2992;150.4183;;;;;;;
2004;2;19;6;118.9258;25.3341;1.1532;145.4131;100.5129;22.5734;123.0863;168.9839;;;;;;;
2004;2;19;6.25;133.4496;26.8231;1.2973;161.57;114.4296;24.0377;138.4674;186.7584;;;;;;;
2004;2;19;6.5;147.1977;28.2617;1.4348;176.8941;127.6827;25.4535;153.1362;203.6657;;;;;;;
2004;2;19;6.75;161.7259;28.996;1.5723;192.2942;141.6096;26.2027;167.8122;219.6332;;;;;;;
2004;2;19;7;177.2488;28.9039;1.7105;207.8632;156.3972;26.1717;182.5689;234.5928;;;;;;;
2004;2;19;7.25;188.1267;30.2419;1.8227;220.1913;167.0542;27.4823;194.5365;248.4802;;;;;;;
2004;2;19;7.5;199.5762;30.8788;1.9327;232.3878;178.1572;28.1294;206.2866;261.2361;;;;;;;
2004;2;19;7.75;208.8468;31.9106;2.0274;242.7849;187.2515;29.143;216.3944;272.8057;;;;;;;
2004;2;19;8;218.481;32.2789;2.1186;252.8786;196.6002;29.5278;226.128;283.1397;;;;;;;
2004;2;19;8.25;227.5958;32.3242;2.2019;262.1219;205.4123;29.6042;235.0166;292.1936;;;;;;;
2004;2;19;8.5;237.9357;31.3127;2.2856;271.534;215.2613;28.685;243.9463;299.9288;;;;;;;
2004;2;19;8.75;245.2841;30.9634;2.349;278.5964;222.3302;28.3823;250.7125;306.3121;;;;;;;
2004;2;19;9;250.6916;30.8344;2.397;283.923;227.5579;28.2807;255.8387;311.3162;;;;;;;
2004;2;19;9.25;254.0922;30.9446;2.4292;287.466;230.8771;28.3975;259.2746;314.9197;;;;;;;
2004;2;19;9.5;258.5523;30.025;2.4605;291.0379;235.0707;27.5466;262.6173;317.1071;;;;;;;
2004;2;19;9.75;260.7695;29.4315;2.4747;292.6757;237.1356;26.9955;264.1311;317.8691;;;;;;;
2004;2;19;10;262.3129;28.5167;2.4794;293.309;238.4959;26.1404;264.6363;317.2023;;;;;;;
2004;2;19;10.25;255.3043;30.5252;2.436;288.2655;231.9907;28.0063;259.997;315.1097;;;;;;;
2004;2;19;10.5;250.7848;30.9151;2.3987;284.0986;227.6608;28.3572;256.0181;311.6003;;;;;;;
2004;2;19;10.75;245.4576;31.0498;2.3515;278.8589;222.5119;28.4646;250.9765;306.6889;;;;;;;
2004;2;19;11;238.5101;31.2725;2.2904;272.073;215.8114;28.649;244.4605;300.3968;;;;;;;
2004;2;19;11.25;228.8344;32.0487;2.2103;263.0934;206.5669;29.3477;235.9146;292.7507;;;;;;;
2004;2;19;11.5;219.4082;32.1679;2.1259;253.702;197.4774;29.4258;226.9032;283.7835;;;;;;;
2004;2;19;11.75;210.1632;31.6758;2.0369;243.8759;188.4815;28.9249;217.4064;273.5336;;;;;;;
2004;2;19;12;200.4216;30.8704;1.9403;233.2323;178.969;28.1245;207.0935;262.0448;;;;;;;
2004;2;19;12.25;188.7733;30.3467;1.8296;220.9496;167.6927;27.5842;195.2769;249.3664;;;;;;;
2004;2;19;12.5;177.2381;29.3049;1.7147;208.2576;156.461;26.5523;183.0132;235.5526;;;;;;;
